Seccion Nro,Seccion Nombre,Circuito Nro,Circuito Nombre,Escuela,Mesas,Desde,Hasta,Electores
20,SAN JUSTO,310,SAN FRANCISCO SECC. SUR,ESCUELA RAFAEL NUÑEZ - PARAGUAY(B°CATEDRAL) 1.776,8,7374,7381,2736
20,SAN JUSTO,310A,SAN FRANCISCO SECC. NORTE,ESC JOSE BERRNARDO ITURRASPE - CABRERA(B°GENERAL ROCA) 1.736,16,7382,7397,5494
20,SAN JUSTO,310A,SAN FRANCISCO SECC. NORTE,ESC DOMINGO F SARMIENTO - ALMAFUERTE (B°ROCA) 104,10,7398,7407,3430
20,SAN JUSTO,310A,SAN FRANCISCO SECC. NORTE,COL SAN FCO DE ASIS - JUAN JOSE PASO (B°VELEZ SARSFIELD) 1.650,9,7408,7416,3087
20,SAN JUSTO,310A,SAN FRANCISCO SECC. NORTE,COLEGIO SAGRADO CORAZON - 25 DE MAYO(B°ITURRASPE) 1.414,6,7417,7422,2058
20,SAN JUSTO,310A,SAN FRANCISCO SECC. NORTE,ESCUELA PRIMERA JUNTA - ENTRE RIOS(B°GENERAL ROCA) 2.505,11,7423,7433,3773
20,SAN JUSTO,310A,SAN FRANCISCO SECC. NORTE,ESC PTE HIPOLITO IRIGOYEN - JUJUY(B°ITURRASPE) 205,13,7434,7446,4459
20,SAN JUSTO,310A,SAN FRANCISCO SECC. NORTE,ESC JOSE MARIA PAZ - REPUBLICA DEL LIBANO 1.009,12,7447,7458,4116
20,SAN JUSTO,310A,SAN FRANCISCO SECC. NORTE,INST PASCUAL BAILON SOSA - AV TRIGUEROS(B°INDEPENDENCIA) 151,2,7459,7460,686
20,SAN JUSTO,311,SAN PEDRO,ESC PROV 9 DE JULIO - COLONIA SAN PEDRO,1,7461,7461,264
20,SAN JUSTO,312,SAUZE,ESC.PROV.J.DE SAN MARTIN - SAUZE,1,7462,7462,22
20,SAN JUSTO,313,SEEBER,ESCUELA N°149(HOY:JOSE SEEBER) - SEEBER,2,7463,7464,659
20,SAN JUSTO,314,TRANSITO,ESC PROV R GUTIERREZ - TRANSITO,9,7465,7473,3044
20,SAN JUSTO,315,VIGNAUD,COL MARIA AUXILIADORA - ANA PASSADORE 611,2,7474,7475,645
21,SANTA MARIA,316,ALTA GRACIA,ESC COMANDANTE ESPORA - 3 DE FEBRERO(B° SUR) 362,12,7476,7487,4128
21,SANTA MARIA,316,ALTA GRACIA,ESC VICTOR MERCANTE - ANATOLE FRANCE(B°CARLOS PELLEGRINI) 360,8,7488,7495,2752
21,SANTA MARIA,316,ALTA GRACIA,INST EL OBRAJE (ARRIBA) - NIETO(B°POLUYAN) 17,6,7496,7501,2059
21,SANTA MARIA,316,ALTA GRACIA,INST DE LA MISERICORDIA - PADRE DOMINGO VIERA 151,10,7502,7511,3430
21,SANTA MARIA,316,ALTA GRACIA,INST SUP ANGLO AMERICANO - BV CARLOS PELLEGRINI 637,7,7512,7518,2401
21,SANTA MARIA,316,ALTA GRACIA,ESC NAC NORM SUP ALTA GRACIA - JOSE HERNANDEZ(B°CAMARA) 201,10,7519,7528,3430
21,SANTA MARIA,316,ALTA GRACIA,ESCUELA SAN MARTIN - URUGUAY(B°NORTE) 200,9,7529,7537,3087
21,SANTA MARIA,316,ALTA GRACIA,ESC REPUBLICA ITALIANA - COLEGIO 127 LALAHENES,8,7538,7545,2744
21,SANTA MARIA,316,ALTA GRACIA,I.P.E.M. N° 298 - RAFAEL LOZADA(B°CENTRO) 53,14,7546,7559,4802
21,SANTA MARIA,316,ALTA GRACIA,ESCUELA CURA ELEODORO FIERRO - RAMON J CARCANO(B°GOB A SABATTINI) 135,13,7560,7572,4459
21,SANTA MARIA,316,ALTA GRACIA,ESCUELA JOSE MARIA PAZ - LOS ANDES(B°CAMARA) 80,9,7573,7581,3087
21,SANTA MARIA,316,ALTA GRACIA,ESCUELA MANUEL SOLARES - ESPAÑA (B°SUR) 26,8,7582,7589,2744
21,SANTA MARIA,316,ALTA GRACIA,ESC SANTIAGO DE LINIERS - B°LINIERS,8,7590,7597,2744
21,SANTA MARIA,316A,ANIZACATE,IPEM N° 118-JUANA AZURDUY - SALOMON PALACIOS,6,7598,7603,2022
21,SANTA MARIA,316A,ANIZACATE,ESC VICENTE LOPEZ Y PLANES - ANIZACATE,6,7604,7609,2021
21,SANTA MARIA,316B,LA PAISANITA,ESC PROV DOMINGO F SARMIENTO - PUBLICA S/N,1,7610,7610,165
21,SANTA MARIA,316C,LA RANCHERITA,LOCAL COMUNAL - LA RANCHERITA,1,7611,7611,159
21,SANTA MARIA,316D,LA SERRANITA,ESC GENERAL MANUEL BELGRANO - LA SERRANITA,2,7612,7613,427
21,SANTA MARIA,316E,LOS CEDROS,ESC PROV CATALINA E DE BARON - ANICETO GRANADO S/N,4,7614,7617,1136
21,SANTA MARIA,316F,VALLE DE ANIZACATE,IPET N°118 AZURDUY (CIRC 316A) - SALOMON PALACIOS S/N,3,7618,7620,793
21,SANTA MARIA,316G,VILLA EL PRADO,ESC.PROV.J.HERNANDEZ - CALLE 10 ESQ AV N 5,4,7621,7624,1365
21,SANTA MARIA,316H,VILLA LA BOLSA,LOCAL COMUNAL - VILLA LA BOLSA,3,7625,7627,974
21,SANTA MARIA,316I,VILLA LOS AROMOS,ESC PROV DOMINGO F SARMIENTO - VILLA LOS AROMOS,3,7628,7630,850
21,SANTA MARIA,316J,VILLA PARQUE SANTA ANA,IPET 334 - AV RIVADARIA S/N,8,7631,7638,2572
21,SANTA MARIA,317,BAJO CHICO,ESC PROV B DE MONTEAGUDO - CALLE PUBLICA P/ANIZACATE,1,7639,7639,298
21,SANTA MARIA,318,RAFAEL GARCIA,ESC.PROV.FRENCH Y BERUTTI - SARMIENTO Y BERUTTI(RAFAEL GARCIA),2,7640,7641,648
21,SANTA MARIA,319,BOUWER,ESC DR FLORENTINO F BUSTOS - LIBERTADOR SAN MARTIN,5,7642,7646,1553
21,SANTA MARIA,320,BUENA VISTA,OLEGARIO V ANDRADE (CIRC 322) - PUBLICA S/N -COSME NORTE,1,7647,7647,27
21,SANTA MARIA,322,COSME,ESC PROV OLEGARIO V ANDRADE - PUBLICA S/N,1,7648,7648,50
21,SANTA MARIA,323,DESPEÑADEROS,INSTITUTO PRIVADO PIO XII - PADRE BUTELER 229,10,7649,7658,3300
21,SANTA MARIA,323,DESPEÑADEROS,ESC PROV 25 DE MAYO - CONGRESO 235,7,7659,7665,2304
21,SANTA MARIA,324,FALDA DEL CARMEN,ESC PROV DOMINGO F SARMIENTO - PUBLICA S/N,4,7666,7669,1266
21,SANTA MARIA,325,LOZADA,ESC.PROV.B.RIVADAVIA - SARMIENTO 441,5,7670,7674,1414
21,SANTA MARIA,326,MALAGUEÑO,ESC PROV MANUEL BELGRANO - GRAL BUSTOS 700,12,7675,7686,3984
21,SANTA MARIA,326,MALAGUEÑO,I.P.E.M.67-L.PIEDRABUENA - MALAGUEÑO,9,7687,7695,2988
21,SANTA MARIA,326A,YOCSINA,COLEGIO JUAN XXIII - BRIGADIER SAN MARTIN 231,6,7696,7701,1976
21,SANTA MARIA,326A,YOCSINA,ESC PROV GABRIELA MISTRAL - MARCELO GARLOT,2,7702,7703,658
21,SANTA MARIA,326B,BARRIO PRIMERO DE MAYO,ESC PROV FRAY J S MARIA DE ORO - CRUCERO GENERAL BELGRANO S/N,4,7704,7707,1348
21,SANTA MARIA,326C,SAN NICOLAS,ESC MARTIN M DE GUEMES - A CASTELLANO,6,7708,7713,1744
21,SANTA MARIA,327,MONTE RALO,ESC.DELL'ARMELLINA - ITALIA,2,7714,7715,488
21,SANTA MARIA,328,POTRERO DE GARAY,ESC IPEM 32-EST POT DE GARAY - LAS MONJITAS S/N,4,7716,7719,1241
21,SANTA MARIA,328B,VILLA CIUDAD DE AMERICA,ESC.PROV.J.V.GONZALEZ - RUTA N 5 KM 54,3,7720,7722,744
21,SANTA MARIA,329,SAN CLEMENTE,ESC.PROV.J.B.CABRAL - PUBLICA,1,7723,7723,185
21,SANTA MARIA,330,SAN ISIDRO,ESC.PROV.M.MORENO - PUBLICA,2,7724,7725,623
21,SANTA MARIA,330A,JOSE DE LA QUINTANA,ESCUELA DE MINERIA - JOSE DE LA QUINTANA,2,7726,7727,514
21,SANTA MARIA,331,TOLEDO,ESC PROV JUAN B ALBERDI - TOLEDO,7,7728,7734,2317
21,SANTA MARIA,331,TOLEDO,IPEM 107 REINO DE ESPAÑA - TOLEDO,6,7735,7740,1982
22,SOBREMONTE,332,POZO NUEVO,ESC.PROV.FCO.PASCACIO MORENO - POZO NUEVO,2,7741,7742,561
22,SOBREMONTE,333,CAMINIAGA,ESC V LOPEZ Y PLANES - CAMINIAGA,2,7743,7744,453
22,SOBREMONTE,334,CHUÑAHUASI,ESC PROV MARIANO MORENO - PUBLICA S/N,1,7745,7745,344
22,SOBREMONTE,335,CHAÑAR,I.P.E.T. N°17 - CHAÑAR,8,7746,7753,2548
23,TERCERO ARRIBA,336,ALMAFUERTE,COL NAC JOSE M ESTRADA - URUGUAY 55,13,7754,7766,4485
23,TERCERO ARRIBA,336,ALMAFUERTE,ESC REMEDIOS E DE SAN MARTIN - CASTELLI 590,11,7767,7777,3786
23,TERCERO ARRIBA,336,ALMAFUERTE,IPEM N° 299-DR S E NAUMCHIK - SANTIAGO DEL ESTERO ESQ.FRAGUEIRO,6,7778,7783,2064
23,TERCERO ARRIBA,337,ASCASUBI,ESC.M.G.PONCE - DUSSAN ALACEVICH 86,7,7784,7790,2264
23,TERCERO ARRIBA,337A,CNIA ALMADA,ESC PROV JUAN B ALBERDI - SANTA ROSA 171,2,7791,7792,565
23,TERCERO ARRIBA,338,CORRALITO,ESC PROV GRAL J DE SAN MARTIN - PABLO A PIZZURNO 149,5,7793,7797,1673
23,TERCERO ARRIBA,339,DALMACIO VELEZ,ESC PROV FRAY LUIS BELTRAN - JUANA AZURDUY 283,5,7798,7802,1407
23,TERCERO ARRIBA,340,HERNANDO,ESC GOB J F JAVIER DIAZ - HERNANDO,7,7803,7809,2387
23,TERCERO ARRIBA,340,HERNANDO,COLEGIO DIVINO CORAZON - 25 DE MAYO 100,5,7810,7814,1705
23,TERCERO ARRIBA,340,HERNANDO,ESC PABLO A PIZZURNO - HERNANDO,9,7815,7823,3069
23,TERCERO ARRIBA,340,HERNANDO,ESC LA STMA TRINIDAD - COLON 102,8,7824,7831,2721
23,TERCERO ARRIBA,341,JAMES CRAIK,INST SEC JOSE M ESTRADA - JAMES CRAIK,6,7832,7837,1965
23,TERCERO ARRIBA,341,JAMES CRAIK,ESC PROV J M SALGUEIRO - JAMES CRAIK,8,7838,7845,2616
23,TERCERO ARRIBA,342,LAS PERDICES,ESC PROV DOMINGO F SARMIENTO - LAS PERDICES,6,7846,7851,1975
23,TERCERO ARRIBA,342,LAS PERDICES,ESC CNEL DOMINGO GAY - SAN LUIS Y GENERAL PAZ S/N,7,7852,7858,2303
23,TERCERO ARRIBA,343,LOS ZORROS,ESC VICENTE LOPEZ Y PLANES - SAN MARTIN 346,2,7859,7860,603
23,TERCERO ARRIBA,344,OLIVA,ESC PROV BARTOLOME MITRE - ALVEAR 320,7,7861,7867,2394
23,TERCERO ARRIBA,344,OLIVA,C0LEGIO SAGRADO CORAZON - DON BOSCO S/N,13,7868,7880,4437
23,TERCERO ARRIBA,344,OLIVA,ESCUELA NAC.DE COMERCIO - OLIVA,13,7881,7893,4433
23,TERCERO ARRIBA,345,PAMPAYASTA NORTE,ESC PROV ANTARTIDA ARGENTINA - PAMPAYASTA NORTE,2,7894,7895,425
23,TERCERO ARRIBA,346,PAMPAYASTA SUD,ESC.PROV. REYES CATOLICOS - RIVADAVIA 198,4,7896,7899,1271
23,TERCERO ARRIBA,347,PUNTA DEL AGUA,ESC.PROV.S.A.GUTIERREZ - PUBLICA,1,7900,7900,227
23,TERCERO ARRIBA,347A,LAS ISLETILLAS,ESC PROV GABRIELA MISTRAL - LAS ISLETILLAS,1,7901,7901,262
23,TERCERO ARRIBA,348,RIO TERCERO,ESC PROV MODESTO ACUÑA - AMINTA R DE HERRERA 455,12,7902,7913,4128
23,TERCERO ARRIBA,348,RIO TERCERO,E.N.E.T. N°1 - G.SAVIO Y MENDOZA,15,7914,7928,5160
23,TERCERO ARRIBA,348,RIO TERCERO,INST ALEXIS CARREL - GRAL PAZ Y ESPAÑA 390,17,7929,7945,5848
23,TERCERO ARRIBA,348,RIO TERCERO,ESC PROV R E DE SAN MARTIN - 25 DE FEBRERO 171,12,7946,7957,4128
23,TERCERO ARRIBA,348,RIO TERCERO,ESC SUP DE COMERCIO - D DE ROJAS S/N-B°LAS VILETAS,6,7958,7963,2064
23,TERCERO ARRIBA,348,RIO TERCERO,COLEGIO JESUS MARIA Y JOSE - SAN AGUSTIN 318,14,7964,7977,4816
23,TERCERO ARRIBA,348,RIO TERCERO,ESC GREGORIA I PEREZ - ANGELINA ORTIZ ESQ INDEPENDENCIA S/N,10,7978,7987,3440
23,TERCERO ARRIBA,348,RIO TERCERO,ESC JOSE M ZAPIOLA - CHACABUCO 649,13,7988,8000,4460
23,TERCERO ARRIBA,348,RIO TERCERO,ESCUELA N° 402 - I.LA CATOLICA 190,13,8001,8013,4459
23,TERCERO ARRIBA,348,RIO TERCERO,COLEGIO C SAAVEDRA LAMAS - HILARIO CUADROS Y EDMUNDO CARTOS S/N,10,8014,8023,3430
23,TERCERO ARRIBA,349,TANCACHA,ESC PROV JOSE M PAZ - BARTOLOME MITRE 451,7,8024,8030,2410
23,TERCERO ARRIBA,349,TANCACHA,ESC GRAL JOSE DE SAN MARTIN - SARMIENTO 1.076,7,8031,8037,2408
23,TERCERO ARRIBA,349A,GENERAL FOTHERINGHAM,ESC PROV GRAL BATOLOME MITRE - SAN JUAN ESQ BELGRANO,2,8038,8039,352
24,TOTORAL,350,CANDELARIA,ESC PROV GRAL ARENALES - CANDELARIA,2,8040,8041,400
24,TOTORAL,351,CAÑADA DE LUQUE,ESC.R.J.CARCANO - CAÑADA DE LUQUE,4,8042,8045,1185
24,TOTORAL,351A,LA PAMPA,ESC PROV BERNARDINO RIVADAVIA - PUBLICA S/N,3,8046,8048,718
24,TOTORAL,352,LAS PEÑAS,ESC.PROV.J.F.KENNEDY - LIDORO CENTURION 324,5,8049,8053,1673
24,TOTORAL,352A,LOS MISTOLES,ESC PROV PEDRO N ARIAS - PUBLICA S/N,1,8054,8054,144
24,TOTORAL,353,MACHA,ESC CEFERINO NAMUNCURA - MACHA,1,8055,8055,76
24,TOTORAL,354,SANTA CATALINA,ESC PROV GREGORIA MATORRAS - PUBLICA S/N,1,8056,8056,234
24,TOTORAL,355,SARMIENTO,ESC.PROV.S.MARTIN Y GOMEZ - PUBLICA,4,8057,8060,1088
24,TOTORAL,356,SIMBOLAR,ESC.PROV.F.AMEGHINO - PUBLICA,1,8061,8061,319
24,TOTORAL,357,SINSACATE,ESC.PROV.CNEL. PRINGLES - PUBLICA- CAMINO A SAN LORENZO,6,8062,8067,1774
24,TOTORAL,358,SITON,ESC.PROV.24 DE SEPTIEMBRE - 8 DE DICIEMBRE S/N,2,8068,8069,626
24,TOTORAL,359,VILLA DEL TOTORAL,ESC PROV BARTOLOME MITRE - BV.ALLENDE S/N,10,8070,8079,3375
24,TOTORAL,359,VILLA DEL TOTORAL,ESC NORM SUP V DEL TOTORAL - REP ARGENTINA Y PTE PERON S/N,6,8080,8085,2022
24,TOTORAL,359,VILLA DEL TOTORAL,IPETYM N° 74 FRAY M ESQUIU - S/C S/N,7,8086,8092,2359
25,TULUMBA,360,CHURQUI CAÑADA,ESC PROV MARIANO MORENO - PUBLICA S/N,1,8093,8093,163
25,TULUMBA,360A,EL RODEO,ESC PROV MIGUEL DE GUEMES - EL RODEO,1,8094,8094,243
25,TULUMBA,360B,LA TOMA,ESCUELA ESTEBAN ECHEVERRIA - LA TOMA,1,8095,8095,115
25,TULUMBA,361,LAS ARRIAS,ESC.J.M.ESTRADA - AV.SAN MARTIN,6,8096,8101,2046
25,TULUMBA,362,EL BAÑADO,ESC PROV 25 DE MAYO - EL BAÑADO,1,8102,8102,39
25,TULUMBA,363,ISLA DE SAN ANTONIO,ESC PROV JOSE MARMOL - CAMINO PROVINCIAL S/N,1,8103,8103,49
25,TULUMBA,364,LA DORMIDA,I.P.E.A. N°15 - 2A DORMIDA,7,8104,8110,2401
25,TULUMBA,364,LA DORMIDA,ESC.PROV.F.N.LAPRIDA - LA DORMIDA,6,8111,8116,2058
25,TULUMBA,365,LAS MASITAS,ESC LUIS E JUNCOS(EX NAC 212) - LAS MASITAS,1,8117,8117,16
25,TULUMBA,366,LUCIO V MANSILLA,ESC.MARIA L.ROBLEDO - PUBLICA,4,8118,8121,1088
25,TULUMBA,367,ROSARIO DEL SALADILLO,ESC.PROV.D.F.SARMIENTO - JAVIER GARCIA,2,8122,8123,493
25,TULUMBA,368,SAN JOSE DE LAS SALINAS,ESC.PROV.V.MERCANTE - ONCATIVO,2,8124,8125,648
25,TULUMBA,369,SAN PEDRO NORTE,ESC MANUEL BELGRANO - 9 DE JULIO S/N,2,8126,8127,587
25,TULUMBA,370,SANTA CRUZ,ESC PROV CORNELIO SAAVEDRA - PUBLICA S/N,1,8128,8128,97
25,TULUMBA,370A,LA CAÑADA,ESC PROV MANUEL DORREGO - PUBLICA S/N,1,8129,8129,28
25,TULUMBA,371,TULUMBA,ESC.PROV.OB.O.CORREA - CALLE REAL,6,8130,8135,1844
26,UNION,372,ALTO ALEGRE,ESC.PROV.DR.GARCIA GONZALEZ - JULIO A ROCA 115,4,8136,8139,1122
26,UNION,372A,ANA ZUMARAN,ESC PROV JUAN P ESNAOLA - ANA ZUMARAN,1,8140,8140,175
26,UNION,373,BALLESTEROS,ESC PROV GRAL SAN MARTIN - PTE PERON- CENTRO 75,7,8141,8147,2338
26,UNION,373,BALLESTEROS,ESC GRAL BELGRANO-IPEM N°139 - ANSELMO G VAZQUEZ-CENTRO 522,4,8148,8151,1335
26,UNION,374,BALLESTEROS SUD,ESCUELA N°9 - BALLESTEROS SUD,2,8152,8153,675
26,UNION,375,BELL VILLE,ESC.NORMAL F.ALCORTA - 25 DE MAYO 135,22,8154,8175,7568
26,UNION,375,BELL VILLE,ESC F AMEGHINO - ENTRE RIOS 457,11,8176,8186,3784
26,UNION,375,BELL VILLE,ESC.SUPERIOR DE COMERCIO - F.MOLINA 69,14,8187,8200,4816
26,UNION,375,BELL VILLE,ESCUELA A MATTERSON - PTE PERON 414,12,8201,8212,4128
26,UNION,375,BELL VILLE,ESC PONCIANO VIVANCO - AMEGHINO 155,16,8213,8228,5489
26,UNION,375,BELL VILLE,COLEGIO SAN JOSE - BV FIGUEROA ALCORTA 40,14,8229,8242,4802
26,UNION,376,BISMARCK,ESC PROV B ERNARDINO RIVADAVIA - RIVADAVIA 360,2,8243,8244,415
26,UNION,377,BREMEN,ESC PROV ALMAFUERTE - PUBLICA S/N,1,8245,8245,246
26,UNION,378,CANALS,ESC PROV J HERNANDEZ - CANALS,10,8246,8255,3353
26,UNION,378,CANALS,INSTITUTO BELISARIO ROLDAN - CANALS,13,8256,8268,4355
26,UNION,379,CARCANO,ESC.PROV.A.M.ZUMARAN D CARCANO - PUBLICA,1,8269,8269,17
26,UNION,381,CINTRA,ESC DE COM JOSE M.ESTRADA - BELGRANO 548,4,8270,8273,1350
26,UNION,382,CHILIBROSTE,ESC PROV B QUINQUELA MARTIN - SANTA FE S/N,2,8274,8275,615
26,UNION,384,PUEBLO ITALIANO,ESC.PROV.V.LOPEZ Y PLANES - BUENOS AIRES 414,5,8276,8280,1585
26,UNION,385,ESCALANTE,ESC.M.C.G.DE MATOCCIA - ITALIA 1.320,4,8281,8284,1367
26,UNION,386,GOULD,ESC R VERA PEÑALOZA - GOULD,2,8285,8286,632
26,UNION,387,IDIAZABAL,ESC P ALBARRACIN DE SARMIENTO - 9 DE JULIO 551,5,8287,8291,1470
26,UNION,389,LABORDE,ESCUELA MARIANO MORENO - LABORDE,5,8292,8296,1630
26,UNION,389,LABORDE,INST SUP DE PROFESORADO - SAN MARTIN 451,6,8297,8302,1955
26,UNION,389,LABORDE,ESCUELA PROV DARDO ROCHA - LABORDE,5,8303,8307,1625
26,UNION,390,MONTE LEÑA,ESC.PROV.D.F.SARMIENTO - CARDO 146,2,8308,8309,514
26,UNION,391,MONTE MAIZ,INSTITUTO SAGRADO CORAZON - 9 DE JULIO 2.250,13,8310,8322,4290
26,UNION,391,MONTE MAIZ,ESCUELA JOSE DE SAN MARTIN - SAN MARTIN 1.518,7,8323,8329,2310
26,UNION,392,MORRISON,ESC PROV NIÑAS DE AYOHUMA - VICENTE LOPEZ Y PLANES S/N,4,8330,8333,1328
26,UNION,392,MORRISON,ESC PROV LEOPOLDO LUGONES - MORRISON,6,8334,8339,1989
26,UNION,393,NOETINGER,ESC PROV R E DE SAN MARTIN - NOETINGER,6,8340,8345,1956
26,UNION,393,NOETINGER,ESCUELA LEANDRO N ALEM - NOETINGER,8,8346,8353,2602
26,UNION,394,ORDOÑEZ,ESCUELA AMADEO AUCHTER - CALLE 10 N°119,7,8354,8360,2356
26,UNION,395,PASCANAS,INST GALA ORTIZ FERNANDEZ - ESPAÑA 16,5,8361,8365,1547
26,UNION,395,PASCANAS,ESC MAESTRO J RECALDE - PASCANAS,3,8366,8368,927
26,UNION,396,POSSE,INST DALMACIO VELEZ SARSFIELD - BELGRANO 222,12,8369,8380,4093
26,UNION,396,POSSE,ESC PROV JUANA MANSO - DEAN FUNES 346,5,8381,8385,1705
26,UNION,396,POSSE,INSTITUTO SAN JOSE - 9 DE JULIO Y COLON,5,8386,8390,1705
26,UNION,396A,VILLA LOS PATOS,ESC.PROV.M.SASTRE - PUBLICA,1,8391,8391,43
26,UNION,397,SAN ANTONIO,ESC.PROV.P.PIZZURNO - MAESTRO FERNANDEZ 538,5,8392,8396,1446
26,UNION,397A,CORRAL DEL BAJO,ESCUELA VALENTIN ALSINA - CORRAL DEL BAJO,1,8397,8397,13
26,UNION,400,SAN MARCOS SUD,INST JOSE DE SAN MARTIN - SAN MARCOS SUD,4,8398,8401,1380
26,UNION,400,SAN MARCOS SUD,ESC PROV M BUCHARDO - SAN MARCOS SUD,4,8402,8405,1377
26,UNION,401,SANTA MARIA,ESC PROV PAULA ALBARRACIN - PUBLICA S/N,1,8406,8406,204
26,UNION,402,VIAMONTE,INSTITUTO JUAN B ALBERDI - AVELLANEDA 182,5,8407,8411,1574
